id,artist_name,album_name,year,title,number,text,language,genre,mood_pred,score
5393,Maggie Rose,Cut To Impress,2013,Better,6,"Better
There's a bottle on the shelf, talkin' to me Sayin', ""Come over here, you can have a drink"" We can make it through this lonely night together
 But that's a road I don't wanna go back down And I hate myself for what I'm thinkin' now Hey, it's just one night, it's not like it's forever I just want to feel better
 I just want to feel good, feel alright Feel anything but what I feel tonight I just want to move on with my life And put the pieces back together I just want to feel better
 All these pictures running through my head From the way he loved to the way he left Not a single day goes by, I don't miss him
 When the lonely gets to be too much I try to kill the pain with a stranger's touch Though I know I won't forget him altogether I just want to feel better
 I just want to feel good, feel alright Feel anything but what I feel tonight I just want to move on with my life And put the pieces back together I just want to feel better
 I know there's gonna come a day When he's still gone and it's okay
 I just want to feel good, feel alright Feel anything but what I feel tonight I just want to move on with my life And put the pieces back together I just want to feel better",en,Country,joy,0.999896169
5398,Danielle Bradbery,I Don't Believe We've Met,2017,Sway,1,"Hey, we're all in the same boat
Life can really suck sometimes
But hey, can't live in a shadow
So here's a little piece of advice
Start by kicking off your shoes, leave 'em right by the door
Then you call a couple friends and you call a few more
Put a drink into your glass that will make you let go
Then you find something smooth on the radio
That makes you wanna sway to the left and sway to the right
Get lost in a groove that'll make you lose your mind
Put a smile on your face, sends you right into a daze
No there ain't nothin' wrong when a song comes on
That makes you wanna sway, eh-eh-hey, eh-eh-hey, oh-oh-ooh
Hey, world's kinda messed up
We got no time for sittin' around
Waitin' for it to lit up
Let's break some rules and figure it out
Start by kicking off your shoes, leave 'em right by the door
Then you call a couple friends and you call a few more
Put a drink into your glass that will make you let go
Then you find something smooth on the radio
That makes you wanna sway to the left and sway to the right
Get lost in a groove that'll make you lose your mind
Put a smile on your face, sends you right into a daze
No there ain't nothin' wrong when a song comes on
That makes you wanna sway, eh-eh-hey, eh-eh-hey, oh-oh-ooh
Start by kicking off your shoes
And you find something smooth
Something that makes you wanna sway to the left and sway to the right
Get lost in a groove that'll make you lose your mind
Put a smile on your face, sends you right into a daze
No there ain't nothin' wrong when a song comes on
That makes you wanna sway, eh-eh-hey, eh-eh-hey, oh-oh-ooh
That makes you wanna sway, eh-eh-hey, eh-eh-hey, oh-oh-ooh ",en,Country,joy,0.999818742
5408,Nicky Romero,Like Home [Single],2012,Like Home (& Nervo),1,"Love the way they all keep talking
Everybody likes the sound
But no one ever hears me crying, crying out
I think you're saying what you mean now
I feel it when you take me close
Something's telling me that I should let you know
You make it feel like home (x2)
Like home (x2)
Never been so scared of losing
But never understood the calm
So take me where I wanna be, back in your arms
Cause you make it feel like home (x2)
Like home (x2)
Only you only you only do this (x2)
And it's never the same cause
You make it feel like home (x2)",en,House,fear,0.999709904
5413,Echosmith,Talking Dreams,2013,Come Together,1,"Come Together
Here we are, with our backs against the wall
We've got big city dreams
But we don't move from the asphalt
We run away from our own imagination
But at the same time, we've got this amazing fascination
We've got hopes on the horizons
We can't stop from the climbing the mountain
We're sick and tired of keeping silent
We are, we are, we are...
We are gonna come together
We're gonna come together now
We are gonna run together
We're gonna turn it upside down
'Cause with the smoke in the mirror, I can see your face
So, let's run to the fire escape
Come together, we're gonna come together now
Who are they, with their so-called innovations ?
They hold on, like they found their own salvation
They shy away, from the slightest alteration
But at the same time, we've got the same fascinations
We've got hopes on the horizons
We can't stop from the climbing the mountain
We're sick and tired of keeping silent
We are, we are, we are...
We are gonna come together
We're gonna come together now
We are gonna run together
We're gonna turn it upside down
'Cause with the smoke in the mirror, I can see your face
So, let's run to the fire escape
Come together, we're gonna come together now
Just let go, it's a free fall
We're almost home
It's a free fall
We are gonna come together
We're gonna come together now
We are gonna run together
We're gonna turn it upside down
We are gonna come together
We're gonna come together now
We are gonna run together
We're gonna turn it upside down
'Cause with the smoke in the mirror, I can see your face
So, let's run to the fire escape
Come together, we're gonna come together now",en,Alternative,joy,0.652197242
5428,Hayden Panettiere,Ice Princess [BO],2005,I Fly,9," I could barely make it out the door
 Wasn't gonna do this anymore
La La La La, La La La La
La La La La La La
La La La La, La La La La La
Verse 1 :
Six AM
Radio Playin'
Stumble out of bed
Runnin' out the door
A brand new day
Never thought I'd have this feeling
Never thought I'd get this far
But I'm okay
[Chorus]
And I fly
I reach out my hands and touch the sky
That's right in front of me
And I try
Just let go, relax, enjoy the ride
And I feel free
When I fly
When I fly
Verse 2 :
Thinkin' back
When there were days
I could barely make it out the door
So much doubt
Changed my mind
Change my ways
Wasn't gonna do this anymore
I turned around
[Chorus]
Like a butterfly
Who lost his soul
I choose not to hide
Anymore
Fly
Oh oh oh
Fly
And I fly
I close my eyes and kiss the sky
That's right in front of me
And I try
Just let back, relax, enjoy the ride
And I feel free
And I fly
I reach out my hands and touch the sky
That's right in front of me
And I try
Just let go, relax, enjoy the ride
And I feel free
When I fly (5x)
La La La La, La La La La
La La La La La La
La La La La, La La La La",en,Country,joy,0.999908566
5429,Clare Bowen,The Music of Nashville: Season 2 - Vol. 2 [OST],2014,Black Roses ,15,"Black Roses 
I can see your eyes staring into mine
But it's a battlefieldand you're on the other side
You can throw your words sharper than a knife
And leave me coldin another house on fire
I lay low, lay low,and I watch the bridges burn.I lay low, lay low,What more could I have done?
Now you only bring me black roses
And they crumble into dust when they're held.Now you only bring me black roses
Under your spell.
She told me twice, all her good advice.But I couldn't see
I was clouded by your lies.Up in smoke, a vision she foretold.She said stay away'cause that boy's a warning sign.
I lay low, lay low,and I watch the bridges burn.I lay low, lay low,What more could I have done?
Now you only bring me black roses
And they crumble into dust when they're held.Now you only bring me black roses
Under your spell.
And I'm done try'na be the one
Picking up the broken pieces
And I'm done try'na be the one
Who says I love you dear
But I'm leaving
Now you only bring me black roses.And they crumble into dust when they're held.Now you only bring me black roses
But I'm not under your spell,I'm not under your spell,
I'm not under your spell
I'm not under your spell
I'm not under your spell",en,Country,sadness,0.999859452
5430,Brenda Fassie,Brenda,1991,Too Late for Mama,1,"Ten kilometers barefooted in the bush,
Started raining on the way to fetch some water,
Poor woman had a baby on her back,
Was struck by lightning on her way,
To fetch some water...
She tried hiding under a tree to save her child,
Poor woman had no place to go,
Lightning caught her with her baby on her back,
Friends relatives ran for her
But it was too late
It was too late... too late for mama
Husband came running to the scene yeah,
Poor man held his dead wife in his arms,
Eyes full of tears not believing the nightmare,
Knelt down and prayed for this, was a painful loss
Too late... too late for mama
Oh mama mama, poor mama,
It was too late... too late
She tried hiding under a tree to save her child,
Poor woman had no place to hide,
Lightning caught her with her baby on her back,
Friends relatives ran for her
But it was too late, too late for mama
Too late... too late for mama
Oh mama mama,
Oh poor mama, it was too late, too late
Too late for mama... oh mama
Mama with the little baby
She's gone... she's gone... she's gone, oh poor mama
It was too late (repeat till fade)",en,African,sadness,0.999801457
5432,Charles Esten,The Music of Nashville: Season 1 - Vol. 1 & 2 [OST],2012,No One Will Ever Love You,6,"No One Will Ever Love You
Don’t you try to tell me someone’s waiting.They’re not waiting for you.Oh and don’t you try to tell me that you’re wanted.That you’re needed.Cause it’s not true.I know why you’re lonely.It’s time you knew it too.No one will ever love you, no one will ever love you.No one will ever love you like I do.
Why you always looking for the limelight?Ain’t you satisfied with me?For once why don’t you get down off your high heels,you’re no big deal.Can’t you see? I know why you’re lonely.It’s time you knew it too.No one will ever love you. No one will ever love you.No one will ever love you like I do.I’m all you got.I’m all you’ll ever need.I’m all you’ll ever have.",en,Country,joy,0.998830855
5449,A Great Big World,Fall On Me [Single],2019,Fall On Me (& Christina Aguilera),1,"Sooner or later the lights up above
Will come down in circles and guide me to love
I don't know what's right for me
I cannot see straight
I've been here too long and I don't wanna wait for it
Fly like a cannonball straight to my soul
Tear me to pieces and make me feel whole
I'm willing to fight for it
To feel something new
To know what it's like to be sharing a space with you
(Chorus:)Fall on me
With open arms
Fall on me
From where you are
Fall on me
With all your light
With all your light
With all your light
Sooner or later, it all comes apart
The walls are all shattered, I'm back at the start
And I'm willing to follow this
Wherever it goes
The heart has its reasons that nobody knows
And I wanna believe in a world we can't see
Millions of particles passing through me
And I know there's a meaning
I feel it, I swear
I can't see the future, but I know that it's there
(Chorus)
With all your light
I close my eyes
And I'm seeing you everywhere
I step outside
It's like I'm breathing you in the air
I can feel you're there
(Chorus)
With all your light
Mmm, mmm-hmm ",en,Pop,sadness,0.653095126
5452,Cherri Bomb,Stark (EP),2011,Already Dead,2,"You shut
Me down
You want Me more
And More
Upside and down
It's really on the floor
Break my will you
Jagged little pill
You'll live to burn
Your lesson never learned
Can't breathe
I don't need this
You lock me up
These chains are
Wearing thin
All of your lies
Getting under my skin
I turn attack
Wa lead you into black
This dream is out there's turning back
I try, wanna forgive but you lied all over again.
So I can't forget, forget what you did and
Now your words can't kill what's already dead.
I try, wanna forgive but you lied all over again.
So I can't forget, forget what you did and
Now your words can't kill what's already dead.
Back and forth, you swing me on a noose
One after one the threads are coming loose.
Run me down, you wreck me to the core.
Scraping me up as if there's something more.
I try, wanna forgive but you lied all over again.
So I can't forget, forget what you did and
Now your words can't kill what's already dead.
I try, wanna forgive but you lied all over again.
So I can't forget, forget what you did and
Now your words can't kill what's already dead.
What's left in this mess
Don't you see I don't need this.
No wonder there's nothing left.
No wonder life feels like death.
No faith in love survive.
'Cause once you start nothings left to learn.
I try, wanna forgive but you lied all over again.
So I can't forget, forget what you did and
Now your words can't kill what's already dead.
I try, wanna forgive but you lied all over again.
So I can't forget, forget what you did and
Now your words can't kill what's already dead.",en,Rock,sadness,0.999049723
5454,Lea Michele,"Glee: The Music, Volume 6",2011,Pretending (Lea Michele & Cory Monteith),17,"Face to face and heart to heart
We're so close yet so far apart
I close my eyes I look away
That's just because I'm not okay
But I hold on, I stay strong
Wondering if we still belong
Will we ever say the words we're feeling
Reach down underneath and tear down all the walls
Will we ever have our happy ending
Or will we forever only be pretending ?Will we always, always, always be pretending
How long do I fantasize
Make believe that it's still alive
Imagine that I am good enough
And we can choose the ones we love
But I hold on, I stay strong
Wondering if we still belong,
Will we ever say the words we're feeling
Reach down underneath and tear down all the walls
Will we ever have our happy ending
Or will we forever only be pretending ?Will we always, always, always be
Keeping secrets safe
Every move we make
Seems like no ones letting go
And it's such a shame
Cause if you feel the same
How am I supposed to know ?
Will we ever say the words we're feeling
Reach down underneath and tear down all the walls
Will we ever have our happy ending
Or will we forever only be pretending ?Will we always, always, always be
Will we always, always, always be
Will we always, always, always be pretending ?",en,Pop,joy,0.999867082
5463,Julianne Hough,Rock of Ages [BOF],2000,Sister Christian/Just Like Paradise / Nothin' But a Good Time (Medley),2,"Sister Christian / Just Like Paradise / Nothin' But a Good Time
Sister Christian, Oh the time has come And you know that your the only one To say, ok
Where you going what you looking for You know those boys don't wanna play no more With you It's true It's true It's true It's true  Yeah
You're motorin What's your price for flight In finding Mr Right You'll be alright tonight
This must be just like livin in Paradise And I don't wanna go home
This must be just like livin in Paradise And I don't wanna go home
Girl, you've been meant for this Since you were born Since she was born The problem now the coast is clear Is just to calm before the storm
This must be just like livin in Paradise And I don't wanna go home
Not a dime I can't pay my rent, I can barely make it through the week, Saturday night, I'd like to meet my girl But right now I can't make ends meet
I'm always working, slavin, everyday Gotta get away from that same ol' same ol' I need a chance just jo get away If you could hear me think this is what I'd say
Don't need nothin But a good time How can I resist ? Ain't lookin for nothin
But a good time And it don't get better than this
Say I spend my money on women and wine, But I couldn't tell you where I spent last night I'm really sorry 'bout the shape I'm in I just like my fun every now and then
I'm always working, slavin, everyday Gotta get away from that same ol' same ol' I need a chance just jo get away If you could hear me think this is what I'd say
Don't need nothin But a good time How can I resist ? Ain't lookin for nothin
But a good time And it don't get better than this
You see I raise a toast to all of us Who are breaking our backs every day If wantin the good life is such a crime Lord, then put me away Hears to you
Don't need nothin But a good time How can I resist ? Ain't lookin for nothin
But a good time And it don't get better than this
Ain't lookin for nothin But a good time How can I resist ? Ain't lookin for nothin
But a good time And it don't get better than this
This must be just like livin in Paradise And I don't wanna go home",en,Rock,sadness,0.99986434
5469,Hot Chelle Rae,Whatever ,2011,Why Don't You Love Me,8,"See I can't wake up
I'm living a nightmare
That keeps playing over again
Locked in a room so hung up on you
And you're cool with just being friends
Left on the sidelines
Stuck at a red light
Waiting for my time
And I can't see
Why don't you love me?
Touch me, tell me I'm your everything
The air you breathe
And why don't you love me baby?
Open up your heart tonight
'cause I could be all that you need
Ohhhhhhh
Why don't you love me?
Why don't you love me?
See I'm just too scared to tell you the truth
Cause my heart ache can't take anymore
Broken and bruised longing for you
And I don't know what I'm waiting for
Left on the sidelines
Stuck at a red light
Waiting for my time
So just tell me
Why don't you love me?
Touch me, tell me I'm your everything
The air you breathe
And why don't you love me baby?
Open up your heart tonight
'cause I could be all that you need
Ohhhhhhh
Why don't you love me?
Why don't you love me?
Why don't you give me a reason? (give me a reason)
Please tell me the truth (Please tell me the truth)
You know that I'll keep believing (I'll keep believing)
Till I'm with you
Why don't you love me?
Kiss me, I can feel your heart tonight
It's killing me so
Why don't you love me?
Touch me, tell me I'm your everything
The air you breathe
And why don't you love me baby?
Open up your heart tonight
'cause I could be all that you need
Ohhhhhhh
Why don't you love me?
Why don't you love me?
Why don't you love me?
Why don't you love me?",en,Pop,joy,0.974935472
5473,Cults,Static,2013,Always Forever,3,"You and me always forever
We could stay alone together
You and me always forever
Say you'll stay, never be suffer
You know you've got me in your pocket
You don't just have to wait around
You know I keep you in my locket
Just come here and we can settle down
You and me always forever
We could stay alone together
Heard you say things could be better
Don't leave don't get away right now
You know you've got me in your pocket
You don't just have to wait around
You know I keep you in my locket
Just come here and we can settle down
Oh darling it's the longing to think of us apart
You know you've got me in your pocket
You don't just have to wait around
You know I keep you in my locket
Just come here and we can settle down
You and me always forever
We could stay alone together (repeat)",en,Alternative,sadness,0.99990499
5478,AJR,I'm Ready [Ep],2014,I'm Ready,1,"I'm ready
You're feeling good, you're feeling right
Across the floor, and I'm already losing my mind
Baby girl, looking fine
Watch you playing and playing and playing these guys
Catch my stare, little smile
Tell me that you're ready and you're feeling the vibe
Someday I'll be so damn sublime,
We'll arrive behind a hash-tag sign
I won't forget you, but I may…
Forget your name
My lady
I know what you're thinking
When the bass starts ringing
Can you tell me when you're stoked to start?
Are you ready for tonight, setting it on fire
And we'll dance until we're dumb in the dark
(x2)
Are you ready?
I'm ready (x8)
I'm ready (x2)
Break me down, dirty jokes
Watch me dear, and say what you wanna know
Beauty lies, within the eyes
Of the beholder, I'll be holding you close all night
I won't forget you, but I may…
Forget your name
My lady
I know what you're thinking
When the bass starts ringing
Can you tell me when you're stoked to start?
Are you ready for tonight, setting it on fire
And we'll dance until we're dumb in the dark
(x2)
Are you ready?
I'm ready (x8)
I'm ready (x2)
Break me down, I'm ready, break me down (x4)
I won't forget you, but I may…
Forget your name
I'm ready (on repeat)
Break me down, I'm ready, break me down (x2)
I'm ready",en,Pop,joy,0.999723732
5479,Jimmy Fallon,It Was A… (Masked Christmas) [Single],2021,It Was A… (Masked Christmas) (Ft. Ariana Grande),1,"What's up, y'all?It's Megan Thee Stallion, Ariana Grande and Jimmy Fallon
Y'all know what time it is
It's time to get those boosters
Hahaha, ah
It was a masked Christmas, we stayed in the house
We covered our nose and covered our mouth
But it's Christmas time
We'll be in line for a booster (For a booster)It was a masked Christmas
We hopped on a Zoom (Hopped on a Zoom)I can only get Wi
Fi in the laundry room (Laundry room)But it's Christmas time
We'll be in line for a booster
I need somebody to hold tonight'Cause it's gonna snow ('Cause it's gonna snow)I need somebody to hold me tight
And never lеt go (Never let go)So say that you'rе coming home
You know it's Christmas Eve
Last year I was here alone
Don't tell me this year's the same (Say it's not the same)The same
It was a masked Christmas, we stayed in the house (We stayed in the house)We covered our nose and covered our mouth (And covered our mouth)But it's Christmas time
We'll be in line for a booster (For a booster)It was a masked Christmas
We hopped on a Zoom (Hopped on a Zoom)I can only get Wi
Fi in the laundry room (Laundry room)But it's Christmas time
We'll be in line for a booster
Ayy, ayy, ayy
This Christmas I'ma make it count (Make it count)No more quarantine on the couch (Yeah)This year hang that mistletoe (Mistletoe)I'ma kiss everybody that I know (Muah)This year's different, you can tell
Deck those halls and jingle bells
Put Purell on everything (What?)Turkey, egg nog, candy cane (Ooh)Hey, ho, there’s a good chance of snow
Hey, ho, somebody wipe Rudolph's nose
Ho, hey, I promise we'll be okay'Cause now we're in line for a booster
It was a masked Christmas, we stayed in the house (We stayed in the house)We covered our nose and covered our mouth (And covered our mouth)But it's Christmas time
We'll be in line for a booster (For a booster)It was a masked Christmas
We hopped on a Zoom (Hopped on a Zoom)I can only get Wi
Fi in the laundry room (Laundry room)But it's Christmas time
We'll be in line for a booster (For a booster)",en,Rock,fear,0.521323442
5494,Gary Barlow,Open Road,1997,Forever Love,9,"Love, it has so many beautiful faces
Sharing lives and sharing days
My love it had so many empty spaces
I'm sharing a memory now
I hope that's how it stays
Now I'm deep inside love and still breathing
She is holding my heart in her hand
I'm the closest I've been to believing
This could be love forever
All throughout my life
The reasons I've demanded
But how can I reason
With the reason I'm a man
Oh, oh-oh-oh-oh yeah
Hmm
In a minute I'm needing to hold her
In an hour I'm cold, cold as stone
When she leaves it gets harder and harder
To face life alone
Now my dreams are filled
With times when we're together
Guess what I need from her
Is forever love
Ooh.. Ooh... yeah
Oh, oh, oh, oh, mm-mm-mm
Oh oh yeah
Now I feel forever love
Ooh... Oh yeah
Well I feel...",en,Pop,joy,0.981722534
5500,Patrick Stump,Speak Now (Taylor's Version),2023,Electric Touch (Taylor's Version) (From The Vault) (Ft. Fall Out Boy),17,"Just breathe, just relax, it'll be okay
Just an hour 'til your car's in the driveway
Just the first time ever hangin' out with you tonight
I've got my money on things goin' badly
Got a history of stories ending sadly
Still hoping that the fire won't burn me
Just one time, just one time
All I know is this could either break my heart or bring it back to life
Got a feelin' your electric touch could fill this ghost town up with life
And I want you now, wanna need you forever
In the heat of your electric touch, mmm
I've been left in the rain lost and pining
I'm tryin' hard not to look like I'm trying
'Cause every time I tried hard for love, it fell apart (Woah)
I've gotten used to no one callin' my phone
I've grown accustomed to sleepin' alone
Still, I know that all it takes is to get it right
Just one time, just one time
All I know is this could either break my heart or bring it back to life
Got a feelin' your electric touch could fill this ghost town up with life
And I want you now, wanna need you forever
In the heat of your electric touch, mmm
I was thinking just one time (Just one time)
Maybe the stars align (Just one time)
And maybe I call you mine
And you won't need space
Or string me along while you decide
And just one time (Just one time)
Maybe the moment's right (The moment's right)
It's 8:05 and I see two headlights
All I know is this could either break my heart or bring it back to life
Got a feelin' your electric touch (Ooh)
All I know is this could either break my heart or bring it back to life
Got a feelin' your electric touch could fill this ghost town up with life (Life)
And I want you now, wanna need you forever
In the heat of your electric touch, mmm	",en,Rock,joy,0.976202548
5511,Ylvis,Someone Like Me [Single],2012,Someone Like Me ,1,"People hug 
And give each other kisses
Holding hands and walking side by side
Bu every time I try to charm a lady 
She runs away…
What I am doing wrong?
Is it the dubstep in my song, when I go
Excuse me, miss
But do you like the dubstep?
Oh, will I ever find someone …
Or will I die alone?
Endless streams
Of love letters and roses
Serenades from men with big guitars
Famous men are asking me for dinners
I think I’ll pass 
Oh, where is my prince charming 
Who will cuddle with my hair and whisper…
Will I meet a man…
Who also likes to…
I guess I’ll never know
Will I find
Oh, will I ever find that someone who
Can sing whoo
Can sing whoo whoo whoo whoo whoo whooooooo
Do the ring
I’ll do the rigw rigw rigw rigw rigw ring for you
Oh my god
Who’s that singing
Someone who also likes the dub
The dub… the step
We both like dubstep
Please just take these fucking flowers!
Let’s move in together!
We’ll have children!
I’ll make cupcakes!
I will message you shoulders daily!
I’ll make you dinner when you come home from work!
I’ll play James Blunt-song from a CD!
Let’s buy a car!
I’ll make you omelette for breakfast!
I’ll do dishes for you!
Let’s watch the last season of Madmen together!
I FUCKING LOVE YOU!
I FUCKING LOVE YOU!
You cock-sucking son of a bitch!
I’ll get down on my knees 
And ask you…
Will you marry… me ?",en,Rock,anger,0.999762714
5512,Bizzy Bone,A Song for You,2008,"A Song For You (Ft. DMX, Chris Notez)",2,"Bizzy Bone It's the Dog, Bizzy Bone
Got the Dog
You got Bizzy Bone ya man
Undisputed champion boy
Here's how it's done aight
I love you in a place, Where there's no space or time
I love you, for the life, You're a friend of mine
And when my life is over, Remember when we were together
We were alone, and I was singing this song to you
Fully-Automatic, Whateva you want to know
We got's to cry, That I
Stand in the back and ready, Attack
And ready for combat, I
Heavly heated, Weeded, Beat it, Need it, See it
Get it, Get it, Get it, Good, Don't get it missunderstood
My homey, Only homey, Walking and we talking fo' sho
And I'm a bee with him in the end with forgiveness, No more
And remember the words are (herb?) perfict, How could I be worthy
And when I feel so dam dirty, Dirty
By leaning on a leer jet, Baby ain't here yet
Henny, Caffeine, & nicotine, Notice I left out the green   (1)
Notice I never brake a set, Who's that Fuck it
I don't even know the chick, I don't even know that shit
Ex me, Perplex me, Flex on decks man
Chastment, Investment, Quiet as kept
I say now, (Man, Man, Man, Man)
Ex me, Perplex me, Flex on decks man
Chastment, Investment, Quiet as kept
Fair
I love you in a place, Where there's no space or time
I love you, for the life, You're a friend of mine
And when my life is over, Remember when we were together
We were alone, and I was singing this song to you
Mad stressed, that I can't even sleep were I rest
So now I wear a vest, but what if I don't catch it in the chest
Then I'm out, just like the light when the powers gone
And there's another tombstone, the childs putin flowers on
Long live the dream, of making enough cream
Were I won't have to skeem, or roll aroud with the team
And niggas I can't trust, and I meet have to bust
Over something dumb, know where I'm coming from fuck the fuss
It's to much to bare, and everyday is getting worse
Got me plotin on my peeps, and how to get'em first
It's something to make a nigga strive, and {Stay alive}
So I wach my own back {With a black 45}
Are thay coming? Thay coming to get us
""I'm ready For eva"", they never defeat you
Thay'll never deceive ya!
""WHAT!, Come on""
And where are thay coming? Thay coming to get us
""I'm ready For eva"", the love of the future
Thay'll never defeat ya!
""YEAH!, Come on""
I love you in a place, Where there's no space or time
I love you, for the life, You're a friend of mine
And when my life is over, Remember when we were together
We were alone, and I was singing this song to you
Tell me do you remember, Cause Baby I Remember
We were alone, and I was singin my song.
My homey, Only homey, Walking and we talking fo' sho
And I'm a bee with him in the end with forgiveness, No more
And remember the words are (herb?) perfict, How could I be worthy
And when I feel so dam dirty, Dirty
I love you in a place, Where there's no space or time
I love you, for the life, You're a friend of mine
And when my life is over, Remember when we were together
We were alone, and I was singing this song to you
{Donny Hathaway} I was singin my song {Rest In Peace, Baby}
To you and only you, baby",en,Hip-Hop,sadness,0.99990344
5515,Matthew Koma,In The Search Of Sunrise 7 Asia,2008,Wasted (Ft. Matthew Koma),2,"I like us better when we're wasted,
It makes it easier to fake it
The only time we really talk,
Is when our clothes are coming off
I like us better when we're wasted
It makes it easier to say it
Lay all your laundry on the bed
And then I'll lay it in instead
I like us better when we're wasted
Ohhh ohh ohh oh oh
You are a glass half empty
Sipping my ocean dry
Emotionally spend me
'Til none of our planets could align
But I could stand you one more night
I like us better when we're wasted
It makes it easier to say it
Lay all your laundry on the bed
And then I'll lay it in instead
I like us better when we're wasted
Ohhh ohh ohh oh oh
You are a catch 22, either way I miss out
All of the grief I give you
Is energy I can't live without
But I could stand you one more night
I like us better when we're wasted
It makes it easier to say it
Lay all your laundry on the bed
And then I'll lay it in instead
I like us better when we're wasted
Ohhh ohh ohh oh oh
I like us better when we're wasted
It makes it easier to say it
Lay all your laundry on the bed
And then I'll lay it in instead
I like us better when we're wasted
Ohhh ohh ohh oh oh",en,Rock,sadness,0.999878407
5520,Macklemore & Ryan Lewis,This Unruly Mess I've Made,2016,This Unruly Mess I've Made (Trailer),,"I couldn't escape
I'd been escaping the whole time
I had to finally look
Look at the mess we had made
And all that's lacker the glory
And tarnished failures
Stare at it... and then leave
I was too comfortable
Being comfortable is what kills artists
There is creativity for validation and there is creativity for survival
They're very different places
I didn't know what I wanted to say
Didn't know how the ink would stick to the page
How to let go of the anxiety
And the suffocating fear that latched onto my vocal chords
I had to figure out how to use my voice again
So we went ghost
The Irish goodbye (1), into the woods in the dead of winter
We bought a 1985 Suburban (2), loaded up our equipment
And just left town
People make music for all different reasons
It's the fabric that connects us
We dance together, we cry together
We celebrate our communities
We question our politics
We laugh, we scream, we imagine, we live
What I couldn't find in a hotel room on the road, or even in Seattle
I found in the middle of nowhere, no reception
Making music not because we had to, but because we got to
I had forgotten how to do that
Not being afraid of the platform we were standing on
Not creating from a place of ""Don't fuck it up""But creating from a place of ""Fuck it up""
Look at the mess
Not just the one that we created
But the one that is the very fabric of our country
The mess we're all living in
Stop being silent
Even if it's not perfect or politically correct, you have to speak up
You have to listen
Dance, cry, question everything
Laugh, scream, imagine, live
Music was never intended to be programmed to, manufactured and turned into a commodity
Music was intended to be that one thing that we could rely on to disrupt the norm
Start conversations and change the way that we think and we feel
If you aren't scared of what you created, you aren't done yet
On February 26th, I want to share with you
This Unruly Mess I've Made.",en,Hip-Hop,fear,0.999708951
5527,Knife Party,Haunted House,2013,Internet Friends (VIP),4,"Come now, surely we can be friends
I know so much about you
I love you
Look at everything I've done for you
You'd be nothing without me
Why don't you answer me?
I bet you're busy talking to some fucking slut
Fucking skank...
Is she hotter than me?
Would you fuck me?
Are you gay?
You blocked me on Facebook
And now you're going to die
Now you're going to die
You blocked me on Facebook
And now you're going to die
And now you're going to die
Now you're going to die
You blocked me on Facebook
And now you're going to die",en,Electronic,sadness,0.992184341
5528,Foxes,All I Need,2016,Better Love (Ft. Dan Smith),2,"Show me love (Better love)
Show me love (Better love)
I cried myself to sleep again
You lie right there, but I've learned nothing
I do my best to ease your pain
But here we are, but we've learned nothing
And it's killing me
When I'm in your arms
I forget the darker days
And it's haunting me
These feet of mine
Won't let me march away
Don't ask me how
But I always thought that we could have a better love
When you lay me down
I forget that all I want is a better love
Show me a better love
Show me a better, better love
Show me a better love
Show me a better, better love
I hurt myself again today
You lie right there and you say nothing
I do my best to leave this pain
But here we are and we've learned nothing
And it's killing me
When I'm in your arms
I forget the darker days
And it's haunting me
These feet of mine
Won't let me march away
Don't ask me how
But I always thought that we could have a better love
When you lay me down
I forget that all I want is a better love
Show me a better love
Show me a better, better love
Show me a better love
Show me a better, better love
Show me love (Better love)
Show me love (Better love)
And it's killing me
When I'm in your arms
I forget the darker days
And it's haunting me
These feet of mine
Won't let me march away
Show me a better love
A better love
A better love
Show me a better love
A better love
A better love
Show me a better love
Show me a better, better love
Show me a better love
Show me a better, better love
Show me love (Better love)",en,Rock,joy,0.992438495
